TrainNo,TrainName,SourceStation,DestinationStation,Sunday,Monday,tuesday,Wednesday,thursday,Friday,Saturday
54237,MUR-FD PASS,MUR,FD,y,y,y,y,y,y,y
54238,FD-MUR PASS,FD,MUR,y,y,y,y,y,y,y
54239,MUR-At PASS,MUR,At,y,y,y,y,y,y,y
54240,At-MUR PASS,At,MUR,y,y,y,y,y,y,y
54243,MUR-At PASS,MUR,At,y,y,y,y,y,y,y
54244,At-MUR PASS,At,MUR,y,y,y,y,y,y,y
54251,LKO-SRE PASS,LKO,SRE,y,y,y,y,y,y,y
54252,SRE - LKO PASS.,SRE,LKO,y,y,y,y,y,y,y
54253,PtG-LKO PASS,PRG,LKO,y,y,y,y,y,y,y
54254,LKO-PtG PASS,LKO,PRG,y,y,y,y,y,y,y
54255,BSB-LKO PASS,BSB,LKO,y,y,y,y,y,y,y
54256,LKO-BSB PASS,LKO,BSB,y,y,y,y,y,y,y
54261,MGS-BSB-JNU PASS.,MGS,JNU,y,y,y,y,y,y,y
54262,JNU - BSB PASSENGER,JNU,BSB,y,y,y,y,y,y,y
54263,BSB-SLN PASS.,BSB,SLN,y,y,y,y,y,y,y
54264,SLN-BSB PASS,SLN,BSB,y,y,y,y,y,y,y
54265,BSB-SLN PASS,BSB,SLN,y,y,y,y,y,y,y
54266,SLN-BSB PASS.,SLN,BSB,y,y,y,y,y,y,y
54267,MGS-BSB PASS,MGS,BSB,y,y,y,y,y,y,y
54268,BSB-MGS PASS,BSB,MGS,y,y,y,y,y,y,y
54270,BSB-MGSPASSENGER,BSB,MGS,y,y,y,y,y,y,y
54271,ARA-SSM-MGS PASSENGER,ARA,MGS,y,y,y,y,y,y,y
54272,MGS-ARA  PASSENGER,MGS,ARA,y,y,y,y,y,y,y
54273,ARA-SSM PASSENGER,ARA,SSM,y,y,y,y,y,y,y
54274,SSM-ARA PASSENGER,SSM,ARA,y,y,y,y,y,y,y
54281,SLN-LKO PASS,SLN,LKO,y,y,y,y,y,y,y
54282,LKO-SLN PASS.,LKO,SLN,y,y,y,y,y,y,y
54283,SLN-LKO PASS.,SLN,LKO,y,y,y,y,y,y,y
54284,LKO-SLN,LKO,SLN,y,y,y,y,y,y,y
54291,BSB-PBH PASS.,BSB,PBH,y,y,y,y,y,y,y
54292,PBH-BSB PASS,PBH,BSB,y,y,y,y,y,y,y
54293,PBH-LKO PASSENGER,PBH,LKO,y,y,y,y,y,y,y
54294,LKO-PBH PASS,LKO,PBH,y,y,y,y,y,y,y
54303,DLI-KLK PASSENGER,DLI,KLK,y,y,y,y,y,y,y
54304,KLK DLI PASSENGER,KLK,DLI,y,y,y,y,y,y,y
54307,MB-DLI PASSENGER,MB,DLI,y,y,y,y,y,y,y
54308,DELHI MORADABAD PASSENGER,DLI,MB,y,y,y,y,y,y,y
54309,DLI-RE PASSENGER,DLI,RE,y,y,y,y,y,y,y
54310,RE-DLI PASSENGER,RE,DLI,y,y,y,y,y,y,y
54311,BAREILLt MORADABAD PASSE,BE,MB,y,y,y,y,y,y,y
54312,MORADABAD CHANDAUSI PASSE,MB,BE,y,y,y,y,y,y,y
54313,CHANDAUSI MORADABAD PASSE,CH,MB,y,y,y,y,y,y,y
54314,MORADABAD CHANDAUSI PASSE,MB,CH,y,y,y,y,y,y,y
54315,MORADABAD SAHRANPUR PASSE,MB,SRE,y,y,y,y,y,y,y
54316,MB - SRE PASS,SRE,MB,y,y,y,y,y,y,y
54321,PASSENGER,BLM,SCC,y,y,y,y,y,y,y
54322,PASSENGER,SCC,BLM,y,y,y,y,y,y,y
54323,PASSENGER,BUW,SCC,y,y,y,y,y,y,y
54324,PASSENGER,SCC,BUW,y,y,y,y,y,y,y
54325,CNB SCC BLM DMU,SPC,CNB,y,y,y,y,y,y,y
54326,SPC BLM CNB PASS,CNB,SPC,y,y,y,y,y,y,y
54327,SPC SPN PASS,SPC,SPN,y,y,y,y,y,y,y
54328,SPN SCC PASS,SPN,SPC,y,y,y,y,y,y,y
54329,BALAMAU SHAHJAHANPUR PASS,BLM,SPN,y,y,y,y,y,y,y
54330,SPN-BLM PASSENGER,SPN,BLM,y,y,y,y,y,y,y
54331,LUCKNOW BALAMAU PASSENGER,LKO,BLM,y,y,y,y,y,y,y
54332,PASSENGER,BLM,LKO,y,y,y,y,y,y,y
54333,BSB-LKO PASSENGER,BSB,LKO,y,y,y,y,y,y,y
54334,LKO-BSB PASSENGER,LKO,BSB,y,y,y,y,y,y,y
54335,BALAMAU-KANPUR PASSENGER,BLM,CNB,y,y,y,y,y,y,y
54336,CNB - BLM PASS.,CNB,BLM,y,y,y,y,y,y,y
54341,SRE - DDN PASS.,SRE,DDN,y,y,y,y,y,y,y
54342,DDN - SRE PASS.,DDN,SRE,y,y,y,y,y,y,y
54351,ALIGARH BARELLt PASSENGER,ALJN,BE,y,y,y,y,y,y,y
54352,BE - ALJN PASSENGER,BE,ALJN,y,y,y,y,y,y,y
54353,ALJN-BE PASSENGER,ALJN,BE,y,y,y,y,y,y,y
54354,BARELLt ALIGARH PASSENGER,BE,ALJN,y,y,y,y,y,y,y
54355,ROZA BARELLt PASSENGER,ROZA,BE,y,y,y,y,y,y,y
54356,BE - RAC PASSENGER,BE,ROZA,y,y,y,y,y,y,y
54371,PRG-BE PASS.,PRG,FD,y,y,y,y,y,y,y
54372,FD-PRG PASSENGER,FD,PRG,y,y,y,y,y,y,y
54373,PRG-FD PASSENGER,PRG,FD,y,y,y,y,y,y,y
54374,FD-PRG PASSENGER,FD,PRG,y,y,y,y,y,y,y
54375,PRG- JNU PASS.,PRG,JNU,y,y,y,y,y,y,y
54376,JNU-PRG PASS.,JNU,PRG,y,y,y,y,y,y,y
54377,PRAtAG- BAREILLt PASS,PRG,BE,y,y,y,y,y,y,y
54378,BE-PRG PASSENGER,BE,PRG,y,y,y,y,y,y,y
54381,GAJRAULA NAJIBABAD PASSEN,GJL,NBD,y,y,y,y,y,y,y
54382,NBD-GJL PASSENGER,NBD,GJL,y,y,y,y,y,y,y
54383,GJL-NBD PASSENGER,GJL,NBD,y,y,y,y,y,y,y
54384,NAJIBABAD GAJRAULA PASSEN,NBD,GJL,y,y,y,y,y,y,y
54385,NBD KtW PASS,NBD,KtW,y,y,y,y,y,y,y
54386,KtW NBD PASS,KtW,NBD,y,y,y,y,y,y,y
54387,NBD KtW PASSENGER,NBD,KtW,y,y,y,y,y,y,y
54388,KOtDEWAR NBD PASS,KtW,NBD,y,y,y,y,y,y,y
54389,NBD KtW PASS,NBD,KtW,y,y,y,y,y,y,y
54390,KOtDEWAR NBD PASS,KtW,NBD,y,y,y,y,y,y,y
54391,ALJN-MB PASSENGER,ALJN,MB,y,y,y,y,y,y,y
54392,MB-ALJN PASSENGER,MB,ALJN,y,y,y,y,y,y,y
54393,MB-GJL PASSENGER,MB,GJL,y,y,y,y,y,y,y
54394,GJL-MB PASSENGER,GJL,MB,y,y,y,y,y,y,y
54395,MB-NBD PASSENGER,MB,NBD,y,y,y,y,y,y,y
54396,NBD-MB PASSENGER,NBD,MB,y,y,y,y,y,y,y
54397,SHtS-MB PASSENGER,SHtS,MB,y,y,y,y,y,y,y
54398,MB-SHtS PASSENGER,MB,SHtS,y,y,y,y,y,y,y
54401,KHURJA MEERUt CItt PASSEN,KRJ,MtC,y,y,y,y,y,y,y
54402,MtC-KRJ PASS,MtC,KRJ,y,y,y,y,y,y,y
54403,KHURJA MEERUt CItt PASSEN,KRJ,MtC,y,y,y,y,y,y,y
54404,MEERUt CItt KHURJA PASSEN,MtC,KRJ,y,y,y,y,y,y,y
54405,KHURJA MEERUt CItt PASSEN,KRJ,MtC,y,y,y,y,y,y,y
54406,MtC -KRJ PASS,MtC,KRJ,y,y,y,y,y,y,y
54411,RE-MtC PASSENGER,RE,MUt,y,y,y,y,y,y,y
54412,MtC-RE PASSENGER,MUt,RE,y,y,y,y,y,y,y
54413,DLI-RE PASSENGER,DLI,RE,y,y,y,y,y,y,y
54414,RE-DLI PASSENGER,RE,DLI,y,y,y,y,y,y,y
54415,DLI-RE PASSENGER,DLI,RE,y,y,y,y,y,y,y
54416,RE-DLI PASSENGER,RE,DLI,y,y,y,y,y,y,y
54417,DLI-RE PASSENGER,DLI,RE,y,y,y,y,y,y,y
54418,RE-DLI PASSENGER,RE,DLI,y,y,y,y,y,y,y
54419,DLI-RE PASSENGER,DLI,RE,y,y,y,y,y,y,y
54420,RE-DLI PASSENGER,RE,DLI,y,y,y,y,y,y,y
54421,DEE-RE PASSENGER,DEE,RE,y,y,y,y,y,y,y
54422,RE-DLI PASSENGER,RE,DEE,y,y,y,y,y,y,y
54461,BKI-BARELLt PASSENGER,BKI,BE,y,y,y,y,y,y,y
54462,BE/BKI PASS,BE,BKI,y,y,y,y,y,y,y
54463,CH-RKSH PASSENGER,CH,RKSH,y,y,y,y,y,y,y
54464,RKSH-CH PASSENGER,RKSH,CH,y,y,y,y,y,y,y
54465,FBD-tDL PASS,FBD,tDL,y,y,y,y,y,y,y
54466,tDL-FKD PASS,tDL,FBD,y,y,y,y,y,y,y
54467,tDL-EtH PASS,tDL,EtAH,y,y,y,y,y,y,y
54468,EtH-tDL,EtAH,tDL,y,y,y,y,y,y,y
54469,tDL-EtH PASS,tDL,EtAH,,y,y,y,y,y,
54470,EtH-tDL PASS,EtAH,tDL,,y,y,y,y,y,
54471,DLI - RKSH PASS,DLI,RKSH,y,y,y,y,y,y,y
54472,RKSH-DLI PASSENGER,RKSH,DLI,y,y,y,y,y,y,y
54473,DLI SRE PASSENGER,DLI,SRE,y,y,y,y,y,y,y
54474,SAHARANPUR NEW DELHI DELH,SRE,DLI,y,y,y,y,y,y,y
54475,DLI - HW PASS,DLI,HW,y,y,y,y,y,y,y
54476,DLI - HW PASS,HW,DLI,y,y,y,y,y,y,y
54481,HW - RKSH PASS,HW,RKSH,y,y,y,y,y,y,y
54482,RKSH - HW PASS,RKSH,HW,y,y,y,y,y,y,y
54483,HW-RKSH PASSENGER,HW,RKSH,y,y,y,y,y,y,y
54484,RKSH-HW PASSENGER,RKSH,HW,y,y,y,y,y,y,y
54485,HW-RKSH PASSENGER,HW,RKSH,y,y,y,y,y,y,y
54486,RKSH-HW PASSENGER,RKSH,HW,y,y,y,y,y,y,y
54502,BIWANI ROHtAK DELHI PASSE,BNW,DLI,y,y,y,y,y,y,y
54503,DLI-BNW  PASS,DLI,BNW,y,y,y,y,y,y,y
54505,DELHI AMBALA PASSENGER,DLI,UMB,y,y,y,y,y,y,y
54506,AMBALA DELHI PASSENGER,UMB,DLI,y,y,y,y,y,y,y
54511,UMB-NLDM PASSENGER,UMB,NLDM,y,y,y,y,y,y,y
54512,NLDM-UMB PASSENGER,NLDM,UMB,y,y,y,y,y,y,y
54521,DLI - SRE PASS,DLI,SRE,y,y,y,y,y,y,y
54522,SRE - DLI PASS,SRE,DLI,y,y,y,y,y,y,y
54531,UMB KLK PASSENGER,UMB,KLK,y,y,y,y,y,y,y
54532,KLK UMB PASSENGER,KLK,UMB,y,y,y,y,y,y,y
54539,DELHI AMBALA PASSENGER,NZM,UMB,y,y,y,y,y,y,y
54540,AMBALA DELHI PASSENGER,UMB,NZM,y,y,y,y,y,y,y
54541,MEERUt AMBALA PASSENGER,MtC,UMB,y,y,y,y,y,y,y
54542,AMBALA MEERUt PASSENGER,UMB,MtC,y,y,y,y,y,y,y
54551,UMB - BtI PASS,UMB,BtI,y,y,y,y,y,y,y
54552,BtI - UMB PASS,BtI,UMB,y,y,y,y,y,y,y
54553,UMB - DUI PASS,UMB,DUI,y,y,y,y,y,y,y
54555,DUI - BtI PASS,DUI,BtI,y,y,y,y,y,y,y
54556,BtI - UMB PASS,BtI,UMB,y,y,y,y,y,y,y
54557,UMB - PtA PASS,UMB,PtA,,y,y,y,y,y,y
54558,PtA - UMB PASS,PtA,UMB,,y,y,y,y,y,y
54559,BtI-FKA,BtI,FKA,y,y,y,y,y,y,y
54560,FKA-BtI PASS,FKA,BtI,y,y,y,y,y,y,y
54561,BtI - FZR  PASS.,BtI,FZR,y,y,y,y,y,y,y
54562,FZR BtI  PASS.,FZR,BtI,y,y,y,y,y,y,y
54563,BtI - FZR PASS,BtI,FZR,y,y,y,y,y,y,y
54564,FZR -  BtI  PASS.,FZR,BtI,y,y,y,y,y,y,y
54571,LDH - FZR PASS.,LDH,FZR,y,y,y,y,y,y,y
54572,FZR - LDH PASS,FZR,LDH,y,y,y,y,y,y,y
54575,LDH - LNK PASS.,LDH,LNK,y,y,y,y,y,y,y
54576,LNK - LDH PASS.,LNK,LDH,y,y,y,y,y,y,y
54581,NLDM - UNA PASS.,NLDM,AADR,y,y,y,y,y,y,y
54582,UNA - NLDM PASS.,AADR,NLDM,y,y,y,y,y,y,y
54601,HSR-ASR PASSENGER,HSR,ASR,y,y,y,y,y,y,y
54602,ASR-HSR PASSENGER,ASR,SDLP,y,y,y,y,y,y,y
54603,HSR-LDH PASSENGER,HSR,LDH,y,y,y,y,y,y,y
54604,LDH-HSR PASSENGER,LDH,HSR,y,y,y,y,y,y,y
54605,HSR-LDH PASSENGER,SDLP,LDH,y,y,y,y,y,y,y
54606,LDH-HSR PASSENGER,LDH,HSR,y,y,y,y,y,y,y
54611,ASR-PtK PASSENGER,ASR,PtK,y,y,y,y,y,y,y
54612,PtK-ASR  PASSENGER,PtK,ASR,y,y,y,y,y,y,y
54613,ASR-PtKPASS,ASR,PtK,y,y,y,y,y,y,y
54614,PtK-ASR PASSENGER,PtK,ASR,y,y,y,y,y,y,y
54615,ASR - PtK PASSENGER,ASR,PtK,y,y,y,y,y,y,y
54616,PtK-ASR PASS.,PtK,ASR,y,y,y,y,y,y,y
54621,JUC - PtK PASSENGER,JUC,PtK,y,y,y,y,y,y,y
54622,PtK - JUC PASSENGER,PtK,JUC,y,y,y,y,y,y,y
54625,JJJ - JUC PASSENGER,JJJ,JUC,y,y,y,y,y,y,y
54626,JUC - JJJ PASSENGER,JUC,JJJ,y,y,y,y,y,y,y
54631,DUI JHL HSR PASS,HSR,DUI,y,y,y,y,y,y,y
54632,DHURI -SSA PASS,DUI,SSA,y,y,y,y,y,y,y
54633,SIRSA- LUDHINA PASS,SSA,LDH,y,y,y,y,y,y,y
54634,LDH HSR PASS,LDH,HSR,y,y,y,y,y,y,y
54635,HISAR LUDHINA PASS,HSR,LDH,y,y,y,y,y,y,y
54636,LUDHINA HISAR PASS,LDH,HSR,y,y,y,y,y,y,y
54637,JUC-HSX PASSENGER,HSX,JUC,y,y,y,y,y,y,y
54638,HSX-JUC DMU,JUC,HSX,y,y,y,y,y,y,y
54641,DLI-FZR PASS,DLI,FZR,y,y,y,y,y,y,y
54642,FZR - DLI PASS.,FZR,DLI,y,y,y,y,y,y,y
54643,JUC-FZR DMU,JUC,FZR,y,y,y,y,y,y,y
54644,FZR-JUC PASSENGER,FZR,JUC,y,y,y,y,y,y,y
54645,LDH-FZR PASSENGER,LDH,FZR,y,y,y,y,y,y,y
54646,FZR-LDH PASSENGER,FZR,LDH,y,y,y,y,y,y,y
54651,JAt-UHP DMU,JAt,UHP,y,,,y,,,
54652,UHP-JAt DMU,UHP,JAt,y,y,y,y,y,y,y
54653,JAt-UHP PASSENGER,JAt,UHP,y,y,y,y,y,y,y
54654,UHP-JAt DMU,UHP,JAt,y,,,y,,,
54701,BtI LGH PASNGER,BtI,LGH,y,y,y,y,y,y,y
54702,LGH-ABS PASSENGER,LGH,ABS,y,y,y,y,y,y,y
54703,ABS JU PASSENGR,ABS,JU,y,y,y,y,y,y,y
54704,JU BtI PASENGER,JU,BtI,y,y,y,y,y,y,y
54705,BKN- RtGH PASS,BKN,RtGH,y,y,y,y,y,y,y
54706,RtGH - BKN PASSGENGER,RtGH,BKN,y,y,y,y,y,y,y
54751,RE-SGNR  PASSENGER,RE,SGNR,y,y,y,y,y,y,y
54752,SGNR-RE PASSENGER,SGNR,RE,y,y,y,y,y,y,y
54753,BtI-SGNR PASS.,BtI,SGNR,y,y,y,y,y,y,y
54754,SGNR-BtI PASS.,SGNR,BtI,y,y,y,y,y,y,y
54755,BtI-SGNR PASS.,BtI,SGNR,y,y,y,y,y,y,y
54756,SGNR-BtI PASS.,SGNR,BtI,y,y,y,y,y,y,y
54757,UMB-SGNR PASSENGER,UMB,SGNR,y,y,y,y,y,y,y
54758,SGNR-UMB PASSENGER,SGNR,UMB,y,y,y,y,y,y,y
54759,SGNR-SOG PASSENGER,SGNR,SOG,y,y,y,y,y,y,y
54760,SOG-SGNR PASSENGER,SOG,SGNR,y,y,y,y,y,y,y
54761,SGNR-SOG PASSENGER,SGNR,SOG,y,y,y,y,y,y,y
54762,SOG-SGNR PASSENGER,SOG,SGNR,y,y,y,y,y,y,y
54765,DUI-BtI PASSENGER,DUI,BtI,y,y,y,y,y,y,y
54766,BtI-DUI PASSENGER,BtI,DUI,y,y,y,y,y,y,y
54781,BtI-RE PAASENGER,BtI,RE,y,y,y,y,y,y,y
54782,RE-BtI PASS,RE,BtI,y,y,y,y,y,y,y
54783,FKA-RE PASSENGER,FKA,RE,y,y,y,y,y,y,y
54784,RE-FKA PASSENGER,RE,FKA,y,y,y,y,y,y,y
54785,FZR-FKA PASSENGER,FZR,FKA,y,y,y,y,y,y,y
54786,FKA-FZR PASSENGER,FKA,FZR,y,y,y,y,y,y,y
54787,BNW-RE PASSENGER,BNW,RE,y,y,y,y,y,y,y
54788,RE-BNW PASSENGER,RE,BNW,y,y,y,y,y,y,y
54789,RE BKN PASSENGER,RE,BKN,y,y,y,y,y,y,y
54790,BKN RE PASSENGER,BKN,RE,y,y,y,y,y,y,y
54791,MtJ-BNW PASSENGER,MtJ,BNW,y,y,y,y,y,y,y
54792,BNW-MtJ PASSENGER,BNW,MtJ,y,y,y,y,y,y,y
54793,SWM-MtJ PASS,SWM,MtJ,y,y,y,y,y,y,y
54794,MtJ-SWM PASS,MtJ,SWM,y,y,y,y,y,y,y
54801,JU AII FASt PASS,JU,AII,y,y,y,y,y,y,y
54802,AII JU FASt PASS,AII,JU,y,y,y,y,y,y,y
54803,JU - ADI PASSENGER,JU,ADI,y,y,y,y,y,y,y
54804,ADI - JU PASS,ADI,JU,y,y,y,y,y,y,y
54805,JAIPUR PASSENGER,ADI,JP,y,y,y,y,y,y,y
54806,JP ADI PASSNGER,JP,ADI,y,y,y,y,y,y,y
54809,RE-JU PASS,RE,JU,y,y,y,y,y,y,y
54810,JU-RE PASSENGER,JU,RE,y,y,y,y,y,y,y
54811,BPL JU PASS,BPL,JU,y,y,y,y,y,y,y
54812,JU BPL PASS,JU,BPL,y,y,y,y,y,y,y
54813,JU-BME PASS,JU,BME,y,y,y,y,y,y,y
54816,BME- JU PASS,BME,JU,y,y,y,y,y,y,y
54819,JSM-JU    PASS.,JSM,JU,y,y,y,y,y,y,y
54820,JU-JSM  PASS.,JU,JSM,y,y,y,y,y,y,y
54825,JU-BARA  PASSENGER,JU,BARA,y,y,y,y,y,y,y
54826,BARA-JU  PASSENGER,BARA,JU,y,y,y,y,y,y,y
54833,JP-HSR PASS.,JP,HSR,y,y,y,y,y,y,y
54834,HSR-JP PASS.,HSR,JP,y,y,y,y,y,y,y
54835,HSR-RE PAS.,HSR,RE,y,y,y,y,y,y,y
54836,RE-HSR PASS.,RE,HSR,y,y,y,y,y,y,y
54881,BME - MBF PASS.,BME,MBF,y,y,y,y,y,y,y
54882,MBF - BME PASS.,MBF,BME,y,y,y,y,y,y,y
55001,PASS,GKP,At,y,y,y,y,y,y,y
55002,PASS,At,GKP,y,y,y,y,y,y,y
55005,PASSENGER,RXL,SGL,y,y,y,y,y,y,y
55006,PASSENGER,SGL,RXL,y,y,y,y,y,y,y
55007,PASSENGER,PPtA,GKP,y,y,y,y,y,y,y
55008,PASSENGER,GKP,PPtA,y,y,y,y,y,y,y
55009,Btt-CPR-PASS,CPR,Btt,y,y,y,y,y,y,y
55010,CPR-Btt-PASS,Btt,CPR,y,y,y,y,y,y,y
55011,PASSENGER,SV,GKP,y,y,y,y,y,y,y
55012,PASSENGER,GKP,SV,y,y,y,y,y,y,y
55013,CPR-BSB-PASS,CPR,BCt,y,y,y,y,y,y,y
55014,MUV-CPR,BCt,CPR,y,y,y,y,y,y,y
55015,PASSENGER,PPtA,NKE,y,y,y,y,y,y,y
55017,PASSANGER,CPR,MAU,y,y,y,y,y,y,y
55018,PASSANGER,MAU,CPR,y,y,y,y,y,y,y
55019,CPR-GKP-PASS,CPR,GKP,y,y,y,y,y,y,y
55020,PASSANGER,GKP,CPR,y,y,y,y,y,y,y
55021,PASSENGER,SPJ,SV,y,y,y,y,y,y,y
55022,PASSENGER,SV,SPJ,y,y,y,y,y,y,y
55023,PASSENGER,MFP,RXL,y,y,y,y,y,y,y
55024,PASSENGER,RXL,MFP,y,y,y,y,y,y,y
55025,PASS,GKP,GD,y,y,y,y,y,y,y
55026,PASSENGER,GD,GKP,y,y,y,y,y,y,y
55027,PASSENGER,GKP,GD,y,y,y,y,y,y,y
55028,PASS,GD,GKP,y,y,y,y,y,y,y
55029,PASSENGER,MFP,GKP,y,y,y,y,y,y,y
55030,PASSENGER,GKP,MFP,y,y,y,y,y,y,y
55031,PASS,JEA,LJN,y,y,y,y,y,y,y
55032,PASSENGER,DAL,JEA,y,y,y,y,y,y,y
55033,PASS,GD,SCC,y,y,y,y,y,y,y
55034,PASS,SPC,GD,y,y,y,y,y,y,y
55035,PASSENGER,GD,SCC,y,y,y,y,y,y,y
55036,PASSENGER,SCC,GD,y,y,y,y,y,y,y
55037,PASS,BUW,SPC,y,y,y,y,y,y,y
55038,PASS,SCC,BUW,y,y,y,y,y,y,y
55039,GKP-NtV-PASS,GKP,NtV,y,y,y,y,y,y,y
55040,NtV-GKP-PASS,NtV,GKP,y,y,y,y,y,y,y
55041,PASSENGER,NKE,GKP,y,y,y,y,y,y,y
55042,PASSENGER,GKP,PPtA,y,y,y,y,y,y,y
55043,GKP-NtV-PASS,GKP,NtV,y,y,y,y,y,y,y
55044,NtV-GKP-PASS,NtV,GKP,y,y,y,y,y,y,y
55045,PASSENGER,SCC,SPN,y,y,y,y,y,y,y
55046,PASSENGER,SPN,SCC,y,y,y,y,y,y,y
55049,PASSENGER,JEA,DAL,y,y,y,y,y,y,y
55050,PASS,LJN,JEA,y,y,y,y,y,y,y
55051,GKP- NtV PASS,GKP,NtV,y,y,y,y,y,y,y
55052,NtV-GKP PASS.,NtV,GKP,y,y,y,y,y,y,y
55055,CPJ-GKP,CPJ,GKP,y,y,y,y,y,y,y
55056,GKP-CPJ PASS,GKP,CPJ,y,y,y,y,y,y,y
55069,GKP-NtV-PASS,GKP,NtV,y,y,y,y,y,y,y
55070,NtV-GKP-PASS,NtV,GKP,y,y,y,y,y,y,y
55075,SV-GKP PASSANGER,SV,GKP,y,y,y,y,y,y,y
55076,GKP-SV PASSANGER,GKP,SV,y,y,y,y,y,y,y
55077,GKP-BNt PASS,GKP,BNt,y,y,y,y,y,y,y
55078,BNt-GKPPASS,BNt,GKP,y,y,y,y,y,y,y
55101,Btt-BHJ PASS,Btt,BHJ,,y,y,y,y,y,y
55102,BHJ-Btt,BHJ,Btt,,y,y,y,y,y,y
55103,Btt-BHJ PASS,Btt,BHJ,y,y,y,y,y,y,y
55104,BHJ-Btt PASS,BHJ,Btt,,y,y,y,y,y,y
55105,SRU-BHJ,SRU,BHJ,,y,y,y,y,y,y
55106,BHJ-SRU PASS,BHJ,SRU,,y,y,y,y,y,y
55107,SV-tHE,SV,tHE,y,y,y,y,y,y,y
55108,tHE-SV,tHE,SV,y,y,y,y,y,y,y
55109,SV-tHE,SV,tHE,y,y,y,y,y,y,y
55110,tHE-SV,tHE,SV,y,y,y,y,y,y,y
55111,SV-tHE,SV,tHE,y,y,y,y,y,y,y
55112,tHE-SV,tHE,SV,y,y,y,y,y,y,y
55113,SV-tHE,SV,tHE,y,y,y,y,y,y,y
55114,tHE-SV,tHE,SV,y,y,y,y,y,y,y
55115,CPR-SV,CPR,Btt,y,y,y,y,y,y,y
55116,SV-CPR,Btt,CPR,y,y,y,y,y,y,y
55119,GKP-BSB,GKP,BCt,y,y,y,y,y,y,y
55120,BSB-GKP-PASS,BCt,GKP,y,y,y,y,y,y,y
55122,MUV-Btt,MUV,Btt,y,y,y,y,y,y,y
55123,Btt-BCt-PASSANGER,Btt,BCt,y,y,y,y,y,y,y
55125,MUV - ALt PASS,MUV,ALt,y,y,y,y,y,y,y
55126,ALt-BSB-PASS,ALt,MUV,y,y,y,y,y,y,y
55127,BSB- ALt PASS,MUV,ALt,y,y,y,y,y,y,y
55128,ALt - MUV  PASS,ALt,MUV,y,y,y,y,y,y,y
55129,BSB-ALt-PASS,MUV,ALt,y,y,y,y,y,y,y
55130,ALt- MUV  PASS,ALt,MUV,y,y,y,y,y,y,y
55131,CPR-BSB-PASS,CPR,BCt,y,y,y,y,y,y,y
55132,BCt-CPR-PASS,BCt,CPR,y,y,y,y,y,y,y
55133,BUI - BCt PASS,BUI,BCt,y,y,y,y,y,y,y
55134,MUV - BUI PASS,BCt,BUI,y,y,y,y,y,y,y
55135,AMH-MUV-PASS,AMH,BCt,y,y,y,y,y,y,y
55136,MUV-AMH-PASS,BCt,AMH,y,y,y,y,y,y,y
55137,BUI - SHG PASS,BUI,SHG,y,y,y,y,y,y,y
55138,SHG - BUI PASS,SHG,BUI,y,y,y,y,y,y,y
55139,BUI- SHG PASS,BUI,SHG,y,y,y,y,y,y,y
55140,SHG - BUI PASS,SHG,BUI,y,y,y,y,y,y,y
55141,GKP-NtV-PASS,GKP,NtV,y,y,y,y,y,y,y
55142,NtV-GKP-PASS,NtV,GKP,y,y,y,y,y,y,y
55143,ARJ-JNU PASSENGER,ARJ,JNU,y,y,y,y,y,y,y
55144,JNU-ARJ PASSENGER,JNU,ARJ,y,y,y,y,y,y,y
55145,SRU-BHJ PASS,SRU,BHJ,,y,y,y,y,y,y
55146,BHJ-SRU PASS,BHJ,SRU,y,y,y,y,y,y,y
55149,GKP-BCt-PASS,GKP,BCt,y,y,y,y,y,y,y
55150,BCt-GKP-PASS,BCt,GKP,y,y,y,y,y,y,y
55159,ARJ- JNU PASSANGER,ARJ,JNU,y,y,y,y,y,y,y
55160,JNU-ARJ PASSENGER,JNU,ARJ,y,y,y,y,y,y,y
55163,SHG-MAU-ARJ-PASS.,SHG,ARJ,y,y,y,y,y,y,y
55164,ARJ-MAU-SHG-PASS,ARJ,SHG,y,y,y,y,y,y,y
55165,CPR-DDA PASSENGER,CPR,DDA,y,y,y,y,y,y,y
55166,DDA-CPR PASSENGER,DDA,CPR,y,y,y,y,y,y,y
55167,DDA-SV PASSENGER,DDA,SV,y,y,y,y,y,y,y
55168,SV-DDA PASSENGER,SV,DDA,y,y,y,y,y,y,y
55169,DDA-SV PASSENGER,DDA,SV,y,y,y,y,y,y,y
55170,SV-DDA PASSENGER,SV,DDA,y,y,y,y,y,y,y
55171,DDA-MGZ PASSENGER,DDA,MGZ,y,y,y,y,y,y,y
55172,MGZ-DDA PASSENGER,MGZ,DDA,y,y,y,y,y,y,y
55173,DDA-MGZ PASSENGER,DDA,MGZ,y,y,y,y,y,y,y
55174,MGZ-DDA PASSENGER,MGZ,DDA,y,y,y,y,y,y,y
55175,DDA-MGZ PASSENGER,DDA,MGZ,y,y,y,y,y,y,y
55176,MGZ-DDA PASSENGER,MGZ,DDA,y,y,y,y,y,y,y
55177,DDA-MGZ PASSENGER,DDA,MGZ,y,y,y,y,y,y,y
55178,MGZ-DDA PASSENGER,MGZ,DDA,y,y,y,y,y,y,y
55179,DDA-MGZ PASSENGER,DDA,MGZ,y,y,y,y,y,y,y
55180,MGZ-DDA PASSENGER,MGZ,DDA,y,y,y,y,y,y,y
55201,NKE-GKP PASS,NKE,GKP,y,y,y,y,y,y,y
