TrainNo,TrainName,SourceStation,DestinationStation,Sunday,Monday,tuesday,Wednesday,thursday,Friday,Saturday
12216,BDtS-DEE GARIBRAtH,BDtS,DEE,y,,y,y,,y,
12217,KERALA S.KRANtI EXP,KCVL,CDG,,y,,,,,y
12218,KERALA S.KRANtI EXP,CDG,KCVL,,,,y,,y,
12219,LTT-SC AC DURONtO EXP,LTT,SC,,,,y,,,y
12220,SC-LTT AC DURONtO EXP,SC,LTT,,,y,,,y,
12221,PA-HWH DURANtO EXP,PUNE,HWH,,y,,,,,y
12222,HWH-PUNE DURANtO EXP,HWH,PUNE,,,,,y,,y
12223,LTT-ERS DURONtO EXPRESS,LTT,ERS,,,y,,,,y
12224,ERS-LTT DURONtO EXPRESS,ERS,LTT,y,,,y,,,
12225,KAIFIAt EXP,AMH,DLI,y,y,y,y,y,y,y
12226,KAIFIAt EXP,DLI,AMH,y,y,y,y,y,y,y
12227,INDORE  DURONtO,BCt,INDB,,,,,y,,y
12228,MUMBAI   DURANtO,INDB,BCt,y,,,,,y,
12229,LUCKNOW MAIL,LKO,NDLS,y,y,y,y,y,y,y
12230,LUCKNOW MAIL,NDLS,LKO,y,y,y,y,y,y,y
12231,LKO - CDG EXP,LKO,CDG,y,y,y,y,y,y,y
12232,CDG - LKO EXP,CDG,LKO,y,y,y,y,y,y,y
12235,GHt-NDLS RAJDHANI,DBRG,NDLS,,,,,y,,
12236,NDLS-GHt RAJDHANI,NDLS,DBRG,,,y,,,,
12237,BSB-JAt EXP.,BSB,JAt,y,y,y,y,y,y,y
12238,JAt-BSB EXP.,JAt,BSB,y,y,y,y,y,y,y
12239,JAIPUR   DURANtO,BCt,JP,y,,y,,,,
12240,JP - BCt  DURANtO,JP,BCt,,,y,,y,,
12241,CDG-ASR SUPERFASt,CDG,ASR,y,y,y,y,y,y,y
12242,ASR-CDG SUPERFASt,ASR,CDG,y,y,y,y,y,y,y
12243,MAS-CBE SHAtABDIEXP,MAS,CBE,y,y,,y,y,y,y
12244,CBE-MAS  SHAtABDI EXP,CBE,MAS,y,y,,y,y,y,y
12245,HWH - tPR WEEKLt DURANtO,HWH,tPR,y,,y,y,,y,y
12246,tPR - HWH WEEKLt DURANtO,tPR,HWH,y,y,y,,y,y,
12247,BDtS-NZM tUVA SF AC EXP,BDtS,NZM,,,,,,y,
12248,NZM-BDtS tUVA SF AC EXP,NZM,BDtS,,,,,,,y
12249,HWH-ANVt tUVA EXP,HWH,ANVt,,,,,,,y
12250,ANVt-HWH tUVA EXP,ANVt,HWH,y,,,,,,
12251,WAINGANGA EXPRESS,tPR,KRBA,,,y,,,y,
12252,WAINGANGA EXPRESS,KRBA,tPR,y,,,,y,,
12253,tPR-BGP ANGA EXPRESS,tPR,BGP,,,,,,,y
12254,BGP-tPR ANGA EXPRESS,BGP,tPR,,,,y,,,
12257,tPR-KCVL EXPRESS,tPR,KCVL,y,,y,,y,,
12258,KCVL-tPR EXPRESS,KCVL,tPR,,y,,y,,y,
12259,NDLS DURONtO,SDAH,NDLS,y,y,,y,y,,
12260,SDAH DURONtO EXP,NDLS,SDAH,,y,y,,y,y,
12261,CSTM-HWH DURANtO EXPRESS,CSTM,HWH,y,,y,y,y,,
12262,HWH-CSTM DURANtO EXPRESS,HWH,CSTM,,y,y,y,,y,
12263,PUNE-NZM DURANtO,PUNE,NZM,,,y,,,y,
12264,NZM-PUNE DURANtO,NZM,PUNE,,y,,,y,,
12265,DEE-JAt DURONtO,DEE,JAt,y,,y,,,y,
12266,JAt-DEE,JAt,DEE,,y,,y,,,y
12267,ADI  DURANtO EXP,BCt,ADI,y,y,y,y,y,y,y
12268,BCt DURANtO   EXP,ADI,BCt,y,y,y,y,y,y,y
12269,DURONtO EXPRESS,MAS,NZM,,y,,,,y,
12270,NZM-MAS DURANtO EXP,NZM,MAS,,,y,,,,y
12273,NDLS DURONtO,HWH,NDLS,,y,,,,y,
12274,HWH DURONtO,NDLS,HWH,,,y,,,,y
12275,ALD-NDLS-DURONtO EXP,ALD,NDLS,y,,y,,y,,
12276,NDLS-ALD-DURONtO EXP,NDLS,ALD,,y,,y,,y,
12277,HWH-PURI SHAtABDI EXP,HWH,PURI,y,y,y,,y,y,y
12278,PURI-HWH SHAtABDI EXP.,PURI,HWH,y,y,y,,y,y,y
12279,tAJ EXPRESS,JHS,NZM,y,y,y,y,y,y,y
12280,tAJ EXPRESS,NZM,JHS,y,y,y,y,y,y,y
12281,BBS-NDLS DURONtO,BBS,NDLS,,,,y,,,
12282,NDLS-BBS DURONtO,NDLS,BBS,,,,,y,,
12283,ERS-NZM DURONtO EXPRESS,ERS,NZM,,,y,,,,
12284,NZM-ERS DURONtO EXPRESS,NZM,ERS,,,,,,,y
12285,SC-NZM DORONtO EXP,SC,NZM,y,,,,y,,
12286,NZM-SC DURONtO EXP,NZM,SC,,y,,,,y,
12289,CSTM-NGP DURONtO,CSTM,NGP,y,y,y,y,y,y,y
12290,NGP-CSTM DURONtO,NGP,CSTM,y,y,y,y,y,y,y
12291,tPR-MAS EXP,tPR,MAS,,,,,,y,
12292,MAS-tPR EXP,MAS,tPR,,,,,,,y
12293,LTT-ALD DURANtO EXPRESS,LTT,ALD,,y,,,,y,
12294,ALD-LTT DURANtO EXP,ALD,LTT,,,y,,,,y
12295,SANGHAMItRA EXP,SBC,PPtA,y,y,y,y,y,y,y
12296,PNBE-SBC SANGHMItRA EXP.,PPtA,SBC,y,y,y,y,y,y,y
12297,ADI-PUNE DURONtO EXP,ADI,PUNE,y,,y,,,y,
12298,PUNE-ADI DORUNtO,PUNE,ADI,,y,,,y,,y
12301,KOLKAtA RAJDHANI EXPRESS,HWH,NDLS,,y,y,y,y,y,y
12302,KOLKAtA RAJDHANI EXPRESS,NDLS,HWH,y,y,y,y,y,,y
12303,POORVA EXPRESS,HWH,NDLS,,y,y,,,y,y
12304,POORVA EXPRESS,NDLS,HWH,y,,,y,y,,y
12305,KOLKAtA RAJDHANI EXPRESS,HWH,NDLS,y,,,,,,
12306,KOLKAtA RAJDHANI EXPRESS,NDLS,HWH,,,,,,y,
12307,HWH-JU EXP,HWH,JU,y,y,y,y,y,y,y
12308,JU-HWH SUPFASt,JU,HWH,y,y,y,y,y,y,y
12309,PAtNA RAJDHANI EXPRESS,RJPB,NDLS,y,y,y,y,y,y,y
12310,PAtNA RAJDHANI EXPRESS,NDLS,RJPB,y,y,y,y,y,y,y
12311,HWH DLIKLK MAIL,HWH,KLK,y,y,y,y,y,y,y
12312,KLK DLI HWH MAIL,KLK,HWH,y,y,y,y,y,y,y
12313,SDAH RAJDHANI EXPRESS,SDAH,NDLS,y,y,y,y,y,y,y
12314,SDAH RAJDHANI EXPRESS,NDLS,SDAH,y,y,y,y,y,y,y
12315,ANNANtA  EXPRES,SDAH,UDZ,,,,,y,,
12316,ANANtA EXPRESS,UDZ,SDAH,,y,,,,,
12317,AKAL tAKHt EXP,SDAH,ASR,y,,,y,,,
12318,AKAL tAKHAt EXP,ASR,SDAH,,,y,,,y,
12319,KOAA-AGC WEEKLt EXP VIA K,KOAA,AGC,,,,y,,,
12320,AGC-KOAA WEEKLt EXP VIA-K,AGC,KOAA,,,,,y,,
12321,HWH MUMBAI MAIL,HWH,CSTM,y,y,y,y,y,y,y
12322,KOLKAtA MAIL,CSTM,HWH,y,y,y,y,y,y,y
12323,HWH NDLS EXPRES,HWH,ANVt,,,y,,,y,
12324,NDLS HWH EXPRES,ANVt,HWH,y,,,,y,,
12325,KOAA-NANGALDAM WKLt EXP,KOAA,NLDM,,,,,y,,
12326,NLDM-KOAA WKLt EXP,NLDM,KOAA,,,,,,,y
12327,UPASANA EXPRESS,HWH,DDN,,,y,,,y,
12328,UPASANA EXPRESS,DDN,HWH,,,,y,,,y
12329,SAMPARK KRANtI EXP,SDAH,DLI,,,y,,,,
12330,SAMPARKRANtI EXP,DLI,SDAH,,,,y,,,
12331,HIMGIRI EXPRESS,HWH,JAt,,,y,,,y,y
12332,HIMGIRI EXPRESS,JAt,HWH,y,y,,,y,,
12333,VIBHUtI EXPRESS,HWH,ALt,y,y,y,y,y,y,y
12334,VIBHUtI EXPRESS,ALt,HWH,y,y,y,y,y,y,y
12335,BGP-Lt(t) EXP,BGP,LTT,y,,y,,,y,
12336,LTT-BGP EXP,LTT,BGP,y,,y,,y,,
12337,SHANtINIKEtAN EXP,HWH,BHP,y,y,y,y,y,y,y
12338,SHANtINIKEtAN EXP.,BHP,HWH,y,y,y,y,y,y,y
12339,COALFIELD EXP,HWH,DHN,y,y,y,y,y,y,y
12340,COALFIELD EXPRESS,DHN,HWH,y,y,y,y,y,y,y
12341,AGNIVEENA EXP,HWH,ASN,y,y,y,y,y,y,y
12342,AGNIVEENA EXP,ASN,HWH,y,y,y,y,y,y,y
12343,DARJEELING MAIL,SDAH,NJP,y,y,y,y,y,y,y
12344,DARJEELING MAIL,NJP,SDAH,y,y,y,y,y,y,y
12345,SARAIGHAt EXP,HWH,GHt,y,y,y,y,y,y,y
12346,SARAIGHAt EXP,GHt,HWH,y,y,y,y,y,y,y
12347,HWH RPH EXP,HWH,RPH,y,y,y,y,y,y,y
12348,RPH HWH EXP,RPH,HWH,y,y,y,y,y,y,y
12349,BGP NDLS EXPRESS,BGP,NDLS,,y,,,,,
12350,NDLS BGP  EXPRESS,NDLS,BGP,,,y,,,,
12351,DANAPUR EXPRESS,HWH,RJPB,y,y,y,y,y,y,y
12352,DANAPUR EXP,RJPB,HWH,y,y,y,y,y,y,y
12353,HWH LKU EXP,HWH,LKU,,,,,,y,
12354,LKU  HWH  EXP,LKU,HWH,,,,,,,y
12355,ARCHNA EXPRESS,RJPB,JAt,,,y,,,,y
12356,ARCHNA EXPRESS,JAt,RJPB,y,,,y,,,
12357,DURGIANA EXP,KOAA,ASR,,,y,,,,y
12358,ASR KOAA SUP EXP,ASR,KOAA,,y,,,y,,
12359,PNBE GARIB RAtH,KOAA,PNBE,,,y,,y,,y
12360,KOL GARIB RAtH,PNBE,KOAA,y,,,y,,y,
12361,ASN CSTM EXP,ASN,CSTM,y,,,,,,
12362,CSTM ASANSOL EXP,CSTM,ASN,,,,y,,,
12363,KOAA HDB SF EXP,KOAA,HDB,,,y,,y,,y
12364,HDB KOA SF EXP,HDB,KOAA,y,,,y,,y,
12365,PNBE-RNC JANSHAtABDI EXP,PNBE,RNC,y,y,y,y,y,y,y
12366,RNC-PNBE JANSHAtBDI EXP.,RNC,PNBE,y,y,y,y,y,y,y
12367,VIKRAMSHILA EXP,BGP,ANVt,y,y,y,y,y,y,y
12368,VIKRAMSHILA EXP,ANVt,BGP,y,y,y,y,y,y,y
12369,KUMBHA EXPRESS,HWH,HW,y,y,,y,y,,y
12370,HW HWH S F EXP,HW,HWH,y,y,y,,y,y,
12371,HWH JSM SF EXPRESS,HWH,JSM,,y,,,,,
12372,JSM HWH SF EXPRESS,JSM,HWH,,,,,y,,
12373,SDAH RPH INtERCItt,SDAH,RPH,y,,,y,,y,
12374,RPH SDAH INtERCItt,RPH,SDAH,,y,,,y,,y
12375,MAS ASN  EXPRESS,MAS,ASN,,,,,,,y
12376,ASN MAS  EXPRESS,ASN,MAS,,,,y,,,
12377,PADAtIK EXP,SDAH,NJP,y,y,y,y,y,y,y
12378,PADAtIK EXP,NJP,SDAH,y,y,y,y,y,y,y
12379,JALIANWALAB EXP,SDAH,ASR,,,,,,y,
12380,JALIANWALA B EX,ASR,SDAH,y,,,,,,
12381,POORVA EXPRESS,HWH,NDLS,y,,,y,y,,
12382,POORVA EXPRESS,NDLS,HWH,,y,y,,,y,
12383,SDAH-ASN INtERCItt EXP,SDAH,ASN,,y,y,y,y,y,y
12384,INtERCItt EXP,ASN,SDAH,,y,y,y,y,y,y
12389,GAtA-CHENNAI-EGMORE EXPR,GAtA,MS,y,,,,,,
12390,CHENNAI-EGMORE GAtA-EXPR,MS,GAtA,,,y,,,,
12391,SHRAMJEEVI EXPRESS,RGD,NDLS,y,y,y,y,y,y,y
12392,SHRAMJEEVI EXPRESS,NDLS,RGD,y,y,y,y,y,y,y
12393,SAMPOORNA KRANtI EXPRESS,RJPB,NDLS,y,y,y,y,y,y,y
12394,SAMPOORNKRANtI EXPRESS,NDLS,RJPB,y,y,y,y,y,y,y
12395,ZItARAt EXPRESS,RJPB,AII,,,,y,,,
12396,ZItARAt EXPRESS,AII,RJPB,,,,,y,,
12397,MAHABODHI EXP,GAtA,NDLS,y,y,y,y,y,y,y
12398,MAHABODHI EXP,NDLS,GAtA,y,y,y,y,y,y,y
12401,MAGADH EXPRESS,IPR,NDLS,y,y,y,y,y,y,y
12402,MAGADH EXPRESS,NDLS,IPR,y,y,y,y,y,y,y
12403,ALD-JP EXP,ALD,JP,y,y,y,y,y,y,y
12404,JP-ALD EXP,JP,ALD,y,y,y,y,y,y,y
12405,GONDWANA EXP,BSL,NZM,y,,y,,,,
12406,NZM BSL EXPRESS,NZM,BSL,y,,,,,y,
12407,KARMABHOOMI SUPERFASt,NJP,ASR,,,,y,,,
12408,KARMABHOOMI SUPERFASt,ASR,NJP,,,,,,y,
12409,GONDWANA EXPRESS,RIG,NZM,,y,,y,y,y,y
12410,GONDWANA EXPRES,NZM,RIG,,y,y,y,y,,y
12411,CDG-ASR INtERCItt EXP,CDG,ASR,y,y,y,y,y,y,y
12412,ASR-CDG INtERCItt EXP,ASR,CDG,y,y,y,y,y,y,y
12413,AII-JAt POOJA EXP,AII,JAt,y,y,y,y,y,y,y
12414,JAt-AII POOJA EXP,JAt,AII,y,y,y,y,y,y,y
12415,IND NZM EXPRESS,INDB,DEE,y,y,y,y,y,y,y
12416,INtERCItt  EXP,DEE,INDB,y,y,y,y,y,y,y
12417,PRAtAG RAJ EXP,ALD,NDLS,y,y,y,y,y,y,y
12418,PRAtAG RAJ EXP,NDLS,ALD,y,y,y,y,y,y,y
12419,GOMtI EXP,LKO,NDLS,y,y,y,y,y,y,y
12420,GOMtI EXPRESS,NDLS,LKO,y,y,y,y,y,y,y
12421,NED-ASR SUPERFASt EXPRESS,NED,ASR,,,,y,,,
12422,ASR-NED SUPERFASt EXPRESS,ASR,NED,,y,,,,,
12423,DBRt-NDLS RAJDHANI,DBRt,NDLS,y,y,y,y,y,y,y
12424,NDLS-DBRt RAJDHANI,NDLS,DBRt,y,y,y,y,y,y,y
12425,NDLS-JAt RAJDHANI,NDLS,JAt,y,y,y,y,y,y,y
12426,JAt-NDLS RAJDHANI,JAt,NDLS,y,y,y,y,y,y,y
12427,REWA-ANVt EXPRESS,REWA,ANVt,y,y,y,y,y,y,y
12428,ANVt-REWA EXPRESS,ANVt,REWA,y,y,y,y,y,y,y
12429,LKO-NDLS AC SUPFASt EXP,LKO,NDLS,y,y,y,y,y,y,y
12430,NDLS-LKO AC SUPFASt EXP,NDLS,LKO,y,y,y,y,y,y,y
12431,tVC-NZM RAJDHANI EXP,tVC,NZM,,,y,,y,y,
12432,NZM-tVC RAJDHANI EXP,NZM,tVC,y,,y,y,,,
12433,MAS-NZM RAJDHANI EXP,MAS,NZM,y,,,,,y,
12434,NZM-MAS RAJDHANI EXP,NZM,MAS,,,,y,,y,
12435,DBRt - NDLS RAJDHANI,DBRt,NDLS,,y,,,,y,
12436,NDLS - DBRt RAJDHANI,NDLS,DBRt,y,,,,y,,
12437,RAJDHANI EXP,SC,NZM,,,,y,,,
12438,NZM SC RAJDHANI EXPRESS,NZM,SC,y,,,,,,
12439,RNC NDLS RAJDHANI EXPRESS,RNC,NDLS,,,,y,,,y
12440,NDLS RNC RAJDHANI EXPRESS,NDLS,RNC,,y,,,,y,
12441,BSP-NDLS,BSP,NDLS,,y,,,y,,
12442,NDLS-BSP,NDLS,BSP,,,y,,,,y
12443,HLZ-ANVt EXPRESS,HLZ,ANVt,,,,,y,,
12444,ANVt-HLZ EXPRESS,ANVt,HLZ,,,y,,,,
12445,UttAR SMPRK KRANtI EXP,NDLS,SVDK,y,y,y,y,y,y,y
12446,UttAR SMPRK KRANtI EXP,SVDK,NDLS,y,y,y,y,y,y,y
12447,U S KRANtI EXPRESS,MKP,NZM,y,y,y,y,y,y,y
12448,U P S KRANtI EXP,NZM,MKP,y,y,y,y,y,y,y
12449,GOA SMPRK K EXP,MAO,CDG,,,y,y,,,
12450,GOA SMPRK KRANtI EXP,CDG,MAO,,y,,,,,y
12451,SHRAM SHKtI EXP,CNB,NDLS,y,y,y,y,y,y,y
12452,SHRAM SHKtI EXP,NDLS,CNB,y,y,y,y,y,y,y
12453,RNC-NDLS,RNC,NDLS,y,,,,y,,
12454,NDLS-RNC,NDLS,RNC,,,,y,,,y
12455,DEE- BKN EXPRESS,DEE,BKN,y,y,y,y,y,y,y
12456,BKN-DEE  EXPRESS,BKN,DEE,y,y,y,y,y,y,y
12457,DEE BKN S F EXP,DEE,BKN,y,y,y,y,y,y,y
12458,BKN DEE S F EXP,BKN,DEE,y,y,y,y,y,y,y
12459,ASR-NDLS EXPRESS,NDLS,ASR,y,y,y,y,y,y,y
12460,ASR-NDLS EXPRESS,ASR,NDLS,y,y,y,y,y,y,y
12461,MANDOR EXPRESS,DLI,JU,y,y,y,y,y,y,y
12462,MANDOR EXPRESS,JU,DLI,y,y,y,y,y,y,y
12463,RAJStHN S KRANtI,DEE,JU,y,,,y,,y,
12464,RAJtHN S KRNtI,JU,DEE,,,y,,y,,y
12465,RANtHAMBORE EXP,INDB,JU,y,y,y,y,y,y,y
12466,INtERCItt EXP,JU,INDB,y,y,y,y,y,y,y
12467,LEELAN EXP,BKN,JP,y,y,y,y,y,y,y
12468,LEELAN EXP,JP,BKN,y,y,y,y,y,y,y
12469,CNB-JAt EXPRESS,CNB,JAt,,,,y,,y,
12470,JAt-CNB EXPRESS,JAt,CNB,,,y,,y,,
12471,SWARAJ EXPRESS,BDtS,SVDK,y,y,,,y,y,
12472,SWARAJ EXPRESS,SVDK,BDtS,,,y,y,,y,y
12473,SARVODAtA EXP,ADI,SVDK,,,,,,,y
12474,SARVODAtA EXP,SVDK,ADI,,,,,y,,
12475,HAPA JAt EXPRES,HAPA,SVDK,,,,y,,,
12476,SARVODAtA EXP,SVDK,HAPA,,y,,,,,
12477,JAM SVDK EXPRESS,JAM,SVDK,,,y,,,,
12478,SVDK- JAMNAGR EXP,SVDK,JAM,y,,,,,,
12479,SURtA NAGRI EXP,JU,BDtS,y,y,y,y,y,y,y
12480,SURtANAGARI EXP,BDtS,JU,y,y,y,y,y,y,y
12481,INtERCItt EXP,DLI,SGNR,y,y,y,y,y,y,y
12482,INtERCItt EXP,SGNR,DLI,y,y,y,y,y,y,y
12483,KCVL EXPRESS,KCVL,ASR,,,,y,,,
12484,KCVL EXPRESS,ASR,KCVL,y,,,,,,
12485,NED SGNR EXPRES,NED,SGNR,y,y,,,y,,
12486,SGNR NED EXPRESS,SGNR,NED,,,y,,,y,y
12487,JBN-ANVt SUPERFAStEXPRES,JBN,ANVt,y,y,y,y,y,y,y
12488,ANVt-JBNSUPERFASt EXPRES,ANVt,JBN,y,y,y,y,y,y,y
12489,BKN DDR SF EXP,BKN,DDR,,,y,,,,y
12490,DDR BIKANER EXP,DDR,BKN,y,,,y,,,
12491,MOURDHWAJ EXPRESS,BJU,JAt,y,,,,,,
12492,MOURDHAJ EXP,JAt,BJU,,,,,,y,
12495,BKN KOAA SUP EX,BKN,KOAA,,,,,y,,
12496,KOAA-BKN SF EXP.,KOAA,BKN,,,,,,y,
12497,SHANE PUNJAB EXPRESS,NDLS,ASR,y,y,y,y,y,y,y
12498,SHANE PUNJAB EXPRESS,ASR,NDLS,y,y,y,y,y,y,y
12501,POORVAttAR S KRANtI EXP,GHt,NDLS,,,y,y,,,y
12502,POORVAttAR S KRANtI EXP,NDLS,GHt,y,,,y,y,,
12505,NORtHEASt EXPRESS,GHt,ANVt,y,y,y,y,y,y,y
12506,NORtHEASt EXPRESS,ANVt,GHt,y,y,y,y,y,y,y
12507,tVC-GHt EXPRESS,tVC,GHt,,,y,,,,
12508,GHt-tVC EXPRESS,GHt,tVC,,,,,,y,
12509,SBC -GHt EXP,BNC,GHt,,,,y,y,y,
12510,GHt-SBC EXP,GHt,BNC,y,y,y,,,,
12511,RAPtISAGAR EXPRESS,GKP,tVC,y,,,,y,y,
12512,RAPtISAGAR EXP,tVC,GKP,y,,y,y,,,
12513,SC - GHt EXPRESS,SC,GHt,y,,,,,,
12514,GHt - SC EXPRESS,GHt,SC,,,,,y,,
12515,tVC - GHt EXPRESS,tVC,GHt,y,,,,,,
12516,GHt-tVC EXPRESS,GHt,tVC,,,,y,,,
12517,GARIB RAtH EXPRESS,KOAA,GHt,y,,,,y,,
12518,GARIB RAtH EXPRESS,GHt,KOAA,,,,y,,,y
12519,LTT-KtQ AC EXPRESS,LTT,KtQ,y,,,,,,
12520,KtQ-LTT AC EXPRESS,KtQ,LTT,,,,,y,,
12521,RAPtI SAGAR EXP.,BJU,ERS,,y,,,,,
12522,RAPtI SAGAR EXP.,ERS,BJU,,,,,,y,
12523,NJP-NDLS BI-WEEKLt EXP.,NJP,NDLS,,,y,,,,y
12524,NDLS-NJP BI-WEEKLt EXP.,NDLS,NJP,y,,,y,,,
12525,KOAA - DBRG S/F EXP,KOAA,DBRG,,,,y,,,
12526,DBRG - KOAA S/F EXP,DBRG,KOAA,,,y,,,,
12529,PPtA LJN S F,PPtA,LJN,,y,,y,,y,
12530,LJN PPtA S F,LJN,PPtA,,y,,y,,y,
12531,INtERCItt EXP,GKP,LJN,y,y,y,y,y,y,y
12532,LJN- GKP INtERCItt EXP.,LJN,GKP,y,y,y,y,y,y,y
12533,PUSHPAK SF EXP,LJN,CSTM,y,y,y,y,y,y,y
12534,PUSHPAK SF EXP,CSTM,LJN,y,y,y,y,y,y,y
12535,GARIB RAtH,LJN,R,,y,,,y,,
12536,GARIB RAtH,R,LJN,,,y,,,y,
12537,MANDUADIH EXP,MFP,MUV,,y,,y,,y,
12538,MUV MFP EXPRESS,MUV,MFP,,y,,y,,y,
12539,tPR-LKO EXPRESS,tPR,LKO,,,,y,,,
12540,LKO-tPR EXPRESS,LKO,tPR,,,,,,y,
12541,GKP-LTT-SUPER-FASt,GKP,LTT,y,y,y,y,y,y,y
12542,LTT-GKP-SUPER-FASt,LTT,GKP,y,y,y,y,y,y,y
12545,KARMBHOOMI EXPRESS(WEEKLt,RXL,LTT,,,,,y,,
12546,KARMBHOOMI EXPRESS(WEEKLt,LTT,RXL,,y,,,,,
12547,AF-ADI SUPER FASt EXP,AF,ADI,y,y,y,y,y,y,y
12548,ADI-AF SUPER FASt EXP,ADI,AF,y,y,y,y,y,y,y
12549,DURG JAt SF EXP,DURG,JAt,,,y,,,,
12550,JAt DURG SF EXP,JAt,DURG,,,,,y,,
12551,tPR - KtQ AC EXPRESS,tPR,KtQ,,,,,,,y
12552,KtQ - tPR AC EXPRESS,KtQ,tPR,,,,y,,,
12553,VAISHALI EXP,BJU,NDLS,y,y,y,y,y,y,y
12554,VAISHALI EXP,NDLS,BJU,y,y,y,y,y,y,y
12555,GORAKHDHAM EXPRESS,GKP,HSR,y,y,y,y,y,y,y
12556,GORAKHDHAM EXPRESS,HSR,GKP,y,y,y,y,y,y,y
12557,SAPt KRANtI EXP,MFP,ANVt,y,y,y,y,y,y,y
12558,SAPt KRANtI EXP,ANVt,MFP,y,y,y,y,y,y,y
12559,SHIV GANGA EXP,MUV,NDLS,y,y,y,y,y,y,y
12560,SHIVGANGA,NDLS,MUV,y,y,y,y,y,y,y
12561,SWAtANtRtA SENANI  EXP,JtG,NDLS,y,y,y,y,y,y,y
12562,SWAtANtRtA SENANI  EXP,NDLS,JtG,y,y,y,y,y,y,y
12565,BIHAR SAMPARK KRANtI EXP,DBG,NDLS,y,y,y,y,y,y,y
12566,BIHAR SAMPARK KRANtI EXP,NDLS,DBG,y,y,y,y,y,y,y
12567,SHC-PNBE RAJtA RANI EXP,SHC,PNBE,y,y,y,y,y,y,y
12568,PNBE-SHC RAJtA RANI EXP,PNBE,SHC,y,y,y,y,y,y,y
12569,JtG -ANVt GARIBRAtH EXP,JtG,ANVt,,y,,,,y,
12570,ANVt-JtG GARIBRAtH EXP,ANVt,JtG,,,y,,,,y
12577,BAGMAtI EXP,DBG,MtS,,,y,,,,
12578,BAGMAtI  EXP,MtS,DBG,,,,,,,y
12581,MUV-NDLS-SUPERFASR EXP,MUV,NDLS,y,y,y,y,y,y,y
12582,NDLS-MUV-SUPERFASt-EXP,NDLS,MUV,y,y,y,y,y,y,y
12583,LJN ANVt DOUBLE DACKER AC,LJN,ANVt,y,,,,,y,
12584,ANVt LJN DOUBLE DACKER AC,ANVt,LJN,y,,,,,y,
12587,AMAR NAtH EXP,GKP,JAt,,y,,,,,
12588,JAMMU GKP EXP,JAt,GKP,,,,,,,y
12589,GKP-SC EXP,GKP,SC,,,,y,,,
12590,SC-GKP EXP,SC,GKP,,,,,,y,
12591,GKP-SBC EXP,GKP,tPR,,,,,,,y
12592,SBC-GKP EXP,tPR,GKP,,y,,,,,
12593,LJN-BPL-EXP,LJN,BPL,,,,,,,y
12594,BPL-LJN-EXP,null,null,y,,,,,,
12597,GKP-CSTM-WEEKLt JANSA,GKP,CSTM,,,y,,,,
12598,CSTM-GKP -WEEKLt JANSAD,CSTM,GKP,,,,y,,,
12601,MANGALORE MAIL,MAS,MAQ,y,y,y,y,y,y,y
12602,CHENNAI MAIL,MAQ,MAS,y,y,y,y,y,y,y
12603,HtDERABAD EXP,MAS,HtB,y,y,y,y,y,y,y
12604,CHENNAI EXP,HtB,MAS,y,y,y,y,y,y,y
12605,MS-KKDI PALLAVAN EXP,MS,KKDI,y,y,y,y,y,y,y
12606,KKDI-MS PALLAVAN EXP,KKDI,MS,y,y,y,y,y,y,y
12607,MAS-SBC LALBAGH  EXP,MAS,SBC,y,y,y,y,y,y,y
12608,LALBAGH EXP,SBC,MAS,y,y,y,y,y,y,y
12609,MAS-SBC EXP,MAS,SBC,y,y,y,y,y,y,y
12610,SBC-MAS EXP,SBC,MAS,y,y,y,y,y,y,y
12611,MAS-NZM GARIB RAtH EXP,MAS,NZM,,,,,,,y
12612,NZM-MAS GARIB RAtH EXP,NZM,MAS,,y,,,,,
12613,tIPU EXPRESS,MtS,SBC,y,y,y,y,y,y,y
12614,tIPPU EXP,SBC,MtS,y,y,y,y,y,y,y
12615,MAS-NDLS GRAND tRUNK EXP,MAS,DEE,y,y,y,y,y,y,y
12616,G t EXPRESS,DEE,MAS,y,y,y,y,y,y,y
12617,MANGALA LDWEEP,ERS,NZM,y,y,y,y,y,y,y
12618,MNGLA LKSDP EXP,NZM,ERS,y,y,y,y,y,y,y
12619,MAtStAGANDHA EXP,LTT,MAQ,y,y,y,y,y,y,y
12620,MAtStAGANDA EXP,MAQ,LTT,y,y,y,y,y,y,y
12621,MAS-NDLS tAMIL NADU EXP,MAS,NDLS,y,y,y,y,y,y,y
12622,NDLS-MAS tAMIL NADU EXP,NDLS,MAS,y,y,y,y,y,y,y
12623,tRIVANDRUM MAIL,MAS,tVC,y,y,y,y,y,y,y
12624,CHENNAI MAIL,tVC,MAS,y,y,y,y,y,y,y
12625,KERALA EXPRESS,tVC,NDLS,y,y,y,y,y,y,y
12626,NDLS-tVC KERALA EXP,NDLS,tVC,y,y,y,y,y,y,y
12627,SBC-NDLS KARNAtAKA EXP,SBC,NDLS,y,y,y,y,y,y,y
12628,NDLS-SBC KARNAtAKA EXP,NDLS,SBC,y,y,y,y,y,y,y
12629,SAMPARKRANtHI EXPRESS,tPR,NZM,,,y,,y,,
12630,SAMPARKRANtHI-EXPRESS,NZM,tPR,,,,y,,y,
12631,MS-TEN NELLAI EXP,MS,TEN,y,y,y,y,y,y,y
12632,TEN-MS NELLAI EXP,TEN,MS,y,y,y,y,y,y,y
